"rowid","Plot","Plot.Type","Date","Rec.Hour","Rec.Min","Start.sec","End.sec","Common.name","Confidence","Latin.name","class","order","File","Week","True.Positive","New.File"
4476,"RE06","RE","20260318",6,51,3300,3303,"Swamp Sparrow",0.4693,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260318_065102.wav",11,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-17_20260318_065102_001_C47.wav"
4477,"TO10","TO","20260321",6,47,2697,2700,"Swamp Sparrow",0.4897,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260321_064702.wav",12,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-10_20260321_064702_001_C49.wav"
4478,"TO04","TO","20260303",11,59,699,702,"Swamp Sparrow",0.69,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_115902.wav",9,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-04_20260303_115902_001_C69.wav"
4479,"TO06","TO","20260326",6,40,1395,1398,"Swamp Sparrow",0.3475,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_064002.wav",13,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-06_20260326_064002_001_C35.wav"
4480,"IF08","IF","20260302",6,13,1821,1824,"Swamp Sparrow",0.6166,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260302_061300.wav",9,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-33_20260302_061300_001_C62.wav"
4481,"IF08","IF","20260302",6,13,1416,1419,"Swamp Sparrow",0.8459,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260302_061300.wav",9,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-33_20260302_061300_001_C85.wav"
4482,"TO03","TO","20260307",6,7,3504,3507,"Swamp Sparrow",0.8348,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-03_20260307_060700_001_C83.wav"
4483,"TO01","TO","20260325",6,41,2490,2493,"Swamp Sparrow",0.5935,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260325_064102.wav",12,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-01_20260325_064102_001_C59.wav"
4484,"TO06","TO","20260306",7,8,429,432,"Swamp Sparrow",0.6905,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260306_070802.wav",10,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-06_20260306_070802_001_C69.wav"
4485,"IF08","IF","20260302",6,13,1623,1626,"Swamp Sparrow",0.6281,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260302_061300.wav",9,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-33_20260302_061300_001_C63.wav"
4486,"TO05","TO","20260327",6,38,1446,1449,"Swamp Sparrow",0.889,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260327_063802.wav",13,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-05_20260327_063802_001_C89.wav"
4487,"TO10","TO","20260321",6,47,2745,2748,"Swamp Sparrow",0.9364,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260321_064702.wav",12,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-10_20260321_064702_001_C94.wav"
4488,"TO10","TO","20260319",5,50,3078,3081,"Swamp Sparrow",0.3774,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260319_055000.wav",12,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-10_20260319_055000_001_C38.wav"
4489,"TO03","TO","20260402",6,30,2826,2829,"Swamp Sparrow",0.8533,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260402_063002.wav",14,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-03_20260402_063002_001_C85.wav"
4490,"TO06","TO","20260306",7,8,1536,1539,"Swamp Sparrow",0.5089,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260306_070802.wav",10,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-06_20260306_070802_001_C51.wav"
4491,"TO05","TO","20260328",6,37,1002,1005,"Swamp Sparrow",0.2538,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260328_063703.wav",13,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-05_20260328_063703_001_C25.wav"
4492,"TO05","TO","20260330",6,34,51,54,"Swamp Sparrow",0.4473,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260330_063402.wav",13,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-05_20260330_063402_001_C45.wav"
4493,"IF08","IF","20260306",7,8,2259,2262,"Swamp Sparrow",0.7763,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260306_070802.wav",10,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-33_20260306_070802_001_C78.wav"
4494,"TO06","TO","20260306",7,8,333,336,"Swamp Sparrow",0.9621,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260306_070802.wav",10,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-06_20260306_070802_001_C96.wav"
4495,"TO11","TO","20260309",7,4,1908,1911,"Swamp Sparrow",0.8817,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260309_070402.wav",10,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-11_20260309_070402_001_C88.wav"
4496,"TO05","TO","20260319",5,50,3300,3303,"Swamp Sparrow",0.8187,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260319_055000.wav",12,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-05_20260319_055000_001_C82.wav"
4497,"TO05","TO","20260330",5,34,426,429,"Swamp Sparrow",0.7704,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-05_20260330_053400_001_C77.wav"
4498,"TO14","TO","20260331",5,33,2460,2463,"Swamp Sparrow",0.2636,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260331_053300.wav",13,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-14_20260331_053300_001_C26.wav"
4499,"TO05","TO","20260319",6,50,945,948,"Swamp Sparrow",0.5402,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260319_065002.wav",12,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-05_20260319_065002_001_C54.wav"
4500,"TO06","TO","20260326",5,40,3099,3102,"Swamp Sparrow",0.2656,"Melospiza georgiana","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_054000.wav",13,NA,"D:/BirdNet_Validations/Swamp_Sparrow/SMM2-06_20260326_054000_001_C27.wav"
4501,"TO02","TO","20260320",5,48,2121,2124,"Tufted Titmouse",0.5734,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260320_054800.wav",12,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-02_20260320_054800_001_C57.wav"
4502,"IF09","IF","20260314",5,57,2775,2778,"Tufted Titmouse",0.2578,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260314_055700.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-34_20260314_055700_001_C26.wav"
4503,"TO06","TO","20260326",6,40,3387,3390,"Tufted Titmouse",0.2784,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_064002.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-06_20260326_064002_001_C28.wav"
4504,"IF09","IF","20260414",6,13,1065,1068,"Tufted Titmouse",0.4942,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260414_061302.wav",15,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-34_20260414_061302_001_C49.wav"
4505,"RE03","RE","20260420",5,5,2760,2763,"Tufted Titmouse",0.5036,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-19_20260420_050500_001_C50.wav"
4506,"TO05","TO","20260328",5,37,183,186,"Tufted Titmouse",0.7842,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260328_053700.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-05_20260328_053700_001_C78.wav"
4507,"IF05","IF","20260312",7,0,1155,1158,"Tufted Titmouse",0.466,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260312_070002.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-22_20260312_070002_001_C47.wav"
4508,"IF05","IF","20260411",6,14,2664,2667,"Tufted Titmouse",0.4961,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-22_20260411_061402_001_C50.wav"
4509,"IF05","IF","20260312",7,0,1188,1191,"Tufted Titmouse",0.6429,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260312_070002.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-22_20260312_070002_001_C64.wav"
4510,"RE09","RE","20260329",5,35,3504,3507,"Tufted Titmouse",0.5506,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260329_053500.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-25_20260329_053500_001_C55.wav"
4511,"RE07","RE","20260402",6,30,732,735,"Tufted Titmouse",0.441,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260402_063002.wav",14,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-23_20260402_063002_001_C44.wav"
4512,"TO01","TO","20260328",5,37,3078,3081,"Tufted Titmouse",0.5475,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260328_053700.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-01_20260328_053700_001_C55.wav"
4513,"IF05","IF","20260312",7,0,1266,1269,"Tufted Titmouse",0.7702,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260312_070002.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-22_20260312_070002_001_C77.wav"
4514,"IF08","IF","20260305",6,9,3048,3051,"Tufted Titmouse",0.3164,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260305_060900.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-33_20260305_060900_001_C32.wav"
4515,"RE06","RE","20260318",6,51,636,639,"Tufted Titmouse",0.4199,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260318_065102.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-17_20260318_065102_001_C42.wav"
4516,"RE05","RE","20260309",13,41,1833,1836,"Tufted Titmouse",0.8019,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260309_134102.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-21_20260309_134102_001_C80.wav"
4517,"IF06","IF","20260415",5,12,2415,2418,"Tufted Titmouse",0.7534,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260415_051200.wav",15,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-31_20260415_051200_001_C75.wav"
4518,"IF07","IF","20260304",5,18,582,585,"Tufted Titmouse",0.4454,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260304_051802.wav",9,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-32_20260304_051802_001_C45.wav"
4519,"TO06","TO","20260326",6,40,393,396,"Tufted Titmouse",0.8007,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_064002.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-06_20260326_064002_001_C80.wav"
4520,"IF05","IF","20260312",6,0,1467,1470,"Tufted Titmouse",0.6627,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260312_060000.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-22_20260312_060000_001_C66.wav"
4521,"TO03","TO","20260330",6,34,192,195,"Tufted Titmouse",0.3267,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260330_063402.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-03_20260330_063402_001_C33.wav"
4522,"RE08","RE","20260311",7,1,1320,1323,"Tufted Titmouse",0.7421,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260311_070102.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-30_20260311_070102_001_C74.wav"
4523,"RE06","RE","20260318",5,51,2625,2628,"Tufted Titmouse",0.3429,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260318_055100.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-17_20260318_055100_001_C34.wav"
4524,"TO06","TO","20260326",6,40,1947,1950,"Tufted Titmouse",0.5278,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_064002.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-06_20260326_064002_001_C53.wav"
4525,"TO04","TO","20260303",10,59,90,93,"Tufted Titmouse",0.3083,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_105902.wav",9,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-04_20260303_105902_001_C31.wav"
4526,"RE09","RE","20260420",5,5,285,288,"Tufted Titmouse",0.6546,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-25_20260420_050500_001_C65.wav"
4527,"IF01","IF","20260420",6,5,651,654,"Tufted Titmouse",0.3699,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-27_20260420_060502_001_C37.wav"
4528,"IF08","IF","20260306",7,8,264,267,"Tufted Titmouse",0.2548,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260306_070802.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-33_20260306_070802_001_C25.wav"
4529,"TO07","TO","20260327",5,38,3549,3552,"Tufted Titmouse",0.5456,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260327_053800.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-07_20260327_053800_001_C55.wav"
4530,"RE07","RE","20260402",6,30,510,513,"Tufted Titmouse",0.5666,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260402_063002.wav",14,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-23_20260402_063002_001_C57.wav"
4531,"RE08","RE","20260311",6,1,3450,3453,"Tufted Titmouse",0.8485,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260311_060100.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-30_20260311_060100_001_C85.wav"
4532,"IF08","IF","20260304",7,11,2016,2019,"Tufted Titmouse",0.3247,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260304_071102.wav",9,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-33_20260304_071102_001_C32.wav"
4533,"TO01","TO","20260325",5,41,339,342,"Tufted Titmouse",0.5151,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260325_054100.wav",12,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-01_20260325_054100_001_C52.wav"
4534,"IF09","IF","20260309",7,4,1728,1731,"Tufted Titmouse",0.6024,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260309_070402.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-34_20260309_070402_001_C60.wav"
4535,"IF05","IF","20260321",6,47,3285,3288,"Tufted Titmouse",0.2706,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260321_064702.wav",12,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-22_20260321_064702_001_C27.wav"
4536,"RE09","RE","20260329",6,35,33,36,"Tufted Titmouse",0.6206,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260329_063502.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-25_20260329_063502_001_C62.wav"
4537,"RE09","RE","20260405",5,26,2085,2088,"Tufted Titmouse",0.2746,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260405_052600.wav",14,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-25_20260405_052600_001_C27.wav"
4538,"IF08","IF","20260305",6,9,3234,3237,"Tufted Titmouse",0.7391,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260305_060900.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-33_20260305_060900_001_C74.wav"
4539,"RE06","RE","20260318",6,51,546,549,"Tufted Titmouse",0.4038,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260318_065102.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-17_20260318_065102_001_C40.wav"
4540,"TO07","TO","20260327",5,38,1602,1605,"Tufted Titmouse",0.286,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260327_053800.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-07_20260327_053800_001_C29.wav"
4541,"TO03","TO","20260402",6,30,48,51,"Tufted Titmouse",0.3348,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260402_063002.wav",14,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-03_20260402_063002_001_C33.wav"
4542,"IF03","IF","20260307",7,7,1992,1995,"Tufted Titmouse",0.6472,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260307_070702.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-28_20260307_070702_001_C65.wav"
4543,"TO02","TO","20260320",5,48,2130,2133,"Tufted Titmouse",0.4138,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260320_054800.wav",12,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-02_20260320_054800_001_C41.wav"
4544,"TO11","TO","20260413",5,15,153,156,"Tufted Titmouse",0.2797,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260413_051500.wav",15,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-11_20260413_051500_001_C28.wav"
4545,"IF08","IF","20260305",6,9,3255,3258,"Tufted Titmouse",0.3542,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260305_060900.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-33_20260305_060900_001_C35.wav"
4546,"TO11","TO","20260331",6,33,663,666,"Tufted Titmouse",0.6216,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260331_063302.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-11_20260331_063302_001_C62.wav"
4547,"RE09","RE","20260329",5,35,585,588,"Tufted Titmouse",0.7027,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260329_053500.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-25_20260329_053500_001_C70.wav"
4548,"IF09","IF","20260309",7,4,1659,1662,"Tufted Titmouse",0.2923,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260309_070402.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-34_20260309_070402_001_C29.wav"
4549,"TO01","TO","20260325",5,41,1446,1449,"Tufted Titmouse",0.7933,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260325_054100.wav",12,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-01_20260325_054100_001_C79.wav"
4550,"RE08","RE","20260311",6,1,3099,3102,"Tufted Titmouse",0.9319,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260311_060100.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-30_20260311_060100_001_C93.wav"
4551,"TO08","TO","20260313",6,58,582,585,"Tufted Titmouse",0.5617,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260313_065802.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-08_20260313_065802_001_C56.wav"
4552,"RE09","RE","20260304",6,11,2874,2877,"Tufted Titmouse",0.4239,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260304_061100.wav",9,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-25_20260304_061100_001_C42.wav"
4553,"RE08","RE","20260311",7,1,1374,1377,"Tufted Titmouse",0.9702,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260311_070102.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-30_20260311_070102_001_C97.wav"
4554,"TO08","TO","20260313",5,58,1890,1893,"Tufted Titmouse",0.2565,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260313_055800.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-08_20260313_055800_001_C26.wav"
4555,"TO14","TO","20260331",6,33,1113,1116,"Tufted Titmouse",0.2774,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260331_063302.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-14_20260331_063302_001_C28.wav"
4556,"TO09","TO","20260311",7,1,657,660,"Tufted Titmouse",0.3129,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260311_070102.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-09_20260311_070102_001_C31.wav"
4557,"TO10","TO","20260307",7,7,3276,3279,"Tufted Titmouse",0.4372,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260307_070703.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-10_20260307_070703_001_C44.wav"
4558,"RE05","RE","20260308",10,41,519,522,"Tufted Titmouse",0.8771,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260308_104113.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-21_20260308_104113_001_C88.wav"
4559,"TO02","TO","20260330",6,34,3534,3537,"Tufted Titmouse",0.4839,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260330_063402.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-02_20260330_063402_001_C48.wav"
4560,"RE07","RE","20260402",6,30,1728,1731,"Tufted Titmouse",0.8777,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260402_063002.wav",14,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-23_20260402_063002_001_C88.wav"
4561,"TO05","TO","20260328",6,37,297,300,"Tufted Titmouse",0.5295,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260328_063703.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-05_20260328_063703_001_C53.wav"
4562,"IF01","IF","20260414",5,13,2181,2184,"Tufted Titmouse",0.2998,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260414_051300.wav",15,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-27_20260414_051300_001_C30.wav"
4563,"TO05","TO","20260328",5,37,867,870,"Tufted Titmouse",0.2732,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260328_053700.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-05_20260328_053700_001_C27.wav"
4564,"TO13","TO","20260408",6,21,2481,2484,"Tufted Titmouse",0.5823,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO13\SMM2-13_20260408_062102.wav",14,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-13_20260408_062102_001_C58.wav"
4565,"RE05","RE","20260309",13,41,1584,1587,"Tufted Titmouse",0.8399,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260309_134102.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-21_20260309_134102_001_C84.wav"
